timestamp_iso,screen,filename,width,height,note
2026-07-13T18:26:32,time,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\time_20260713-182632.png,800,480,run-20260713-182613
2026-07-13T18:26:34,connection,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\connection_20260713-182634.png,800,480,run-20260713-182613
2026-07-13T18:26:36,battery,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\battery_20260713-182636.png,800,480,run-20260713-182613
2026-07-13T18:26:37,grid,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\grid_20260713-182637.png,800,480,run-20260713-182613
2026-07-13T18:26:39,almanac,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\almanac_20260713-182639.png,800,480,run-20260713-182613
2026-07-13T18:39:31,home,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\home_20260713-183931.png,800,480,run-20260713-183910
2026-07-13T18:39:33,time,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\time_20260713-183933.png,800,480,run-20260713-183910
2026-07-13T18:39:34,connection,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\connection_20260713-183934.png,800,480,run-20260713-183910
2026-07-13T18:39:36,battery,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\battery_20260713-183936.png,800,480,run-20260713-183910
2026-07-13T18:39:38,grid,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\grid_20260713-183938.png,800,480,run-20260713-183910
2026-07-13T18:39:39,almanac,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\almanac_20260713-183939.png,800,480,run-20260713-183910
2026-07-13T18:51:57,home,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\home_20260713-185157.png,800,480,run-20260713-185124
2026-07-13T18:51:59,time,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\time_20260713-185159.png,800,480,run-20260713-185124
2026-07-13T18:52:00,connection,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\connection_20260713-185200.png,800,480,run-20260713-185124
2026-07-13T18:52:02,battery,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\battery_20260713-185202.png,800,480,run-20260713-185124
2026-07-13T18:52:04,grid,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\grid_20260713-185204.png,800,480,run-20260713-185124
2026-07-13T18:52:05,almanac,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\almanac_20260713-185205.png,800,480,run-20260713-185124
2026-07-13T19:46:42,home,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\home_20260713-194642.png,800,480,run-20260713-194629
2026-07-13T19:46:43,time,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\time_20260713-194643.png,800,480,run-20260713-194629
2026-07-13T19:46:45,connection,C:\temp_review\Giga_YH_Controller_LVGL_1.0.9\Giga_YH_Dashboard_Unit2\tools\captures\connection_20260713-194645.png,800,480,run-20260713-194629
